,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
154,59753,1733.895,418.0769,193.1692,0.8869,275.8258,0.8756,68239,0.6377,2.1643,0.2498,0.6597,0.007,0.0032,0.4353,0.9421,Kirmizi_Pistachio
155,84700,1655.912,449.498,246.1618,0.8367,328.3952,0.9374,90355,0.7343,1.826,0.3882,0.7306,0.0053,0.0029,0.5338,0.9746,Kirmizi_Pistachio
156,103939,1661.2729,494.7766,273.1789,0.8338,363.7846,0.9538,108978,0.7417,1.8112,0.4733,0.7353,0.0048,0.0026,0.5406,0.9791,Siit_Pistachio
157,94982,1258.725,505.5064,242.9167,0.877,347.7569,0.9766,97254,0.7928,2.081,0.7533,0.6879,0.0053,0.0026,0.4733,0.9848,Kirmizi_Pistachio
158,90213,1171.828,441.6582,261.9854,0.8051,338.9141,0.985,91587,0.7541,1.6858,0.8256,0.7674,0.0049,0.0029,0.5889,0.9927,Siit_Pistachio
159,98959,1328.33,469.5879,287.2536,0.7911,354.9627,0.9078,109005,0.688,1.6348,0.7048,0.7559,0.0047,0.0029,0.5714,0.9341,Siit_Pistachio
160,77197,1093.168,434.6748,230.9623,0.8472,313.5128,0.9711,79493,0.752,1.882,0.8118,0.7213,0.0056,0.003,0.5202,0.9791,Kirmizi_Pistachio
161,77239,1255.158,470.1285,217.2767,0.8868,313.5981,0.947,81564,0.7592,2.1637,0.6161,0.667,0.0061,0.0028,0.445,0.9628,Kirmizi_Pistachio
162,72772,1304.8199,485.6216,197.2223,0.9138,304.3948,0.9253,78643,0.725,2.4623,0.5371,0.6268,0.0067,0.0027,0.3929,0.9674,Kirmizi_Pistachio
163,96919,1222.371,491.9507,253.8834,0.8565,351.2849,0.9836,98531,0.7459,1.9377,0.8151,0.7141,0.0051,0.0026,0.5099,0.988,Siit_Pistachio
164,83498,1173.1219,424.6553,254.0485,0.8013,326.0567,0.9844,84818,0.7388,1.6716,0.7624,0.7678,0.0051,0.003,0.5895,0.9854,Siit_Pistachio
165,67535,1253.83,371.5269,235.661,0.7731,293.2375,0.9634,70101,0.7585,1.5765,0.5398,0.7893,0.0055,0.0035,0.623,0.9821,Kirmizi_Pistachio
166,79356,1126.0959,456.162,225.5126,0.8693,317.8666,0.9888,80257,0.777,2.0228,0.7864,0.6968,0.0057,0.0028,0.4856,0.9822,Kirmizi_Pistachio
167,86284,1267.059,476.0713,237.7204,0.8664,331.4517,0.9496,90864,0.7507,2.0027,0.6754,0.6962,0.0055,0.0028,0.4847,0.9707,Kirmizi_Pistachio
168,37570,1341.147,344.9283,143.1741,0.9098,218.7135,0.8697,43197,0.6135,2.4092,0.2625,0.6341,0.0092,0.0038,0.4021,0.9686,Kirmizi_Pistachio
169,83355,2005.079,472.6088,239.0048,0.8627,325.7773,0.8576,97191,0.6887,1.9774,0.2605,0.6893,0.0057,0.0029,0.4752,0.9396,Kirmizi_Pistachio
170,76110,1667.951,425.3492,238.6117,0.8278,311.2977,0.9381,81131,0.7722,1.7826,0.3438,0.7319,0.0056,0.0031,0.5356,0.9548,Kirmizi_Pistachio
171,94203,1933.7629,509.6577,240.3101,0.8819,346.3279,0.9532,98825,0.7265,2.1208,0.3166,0.6795,0.0054,0.0026,0.4618,0.9793,Kirmizi_Pistachio
172,67659,1446.428,396.5165,226.1531,0.8214,293.5066,0.9134,74071,0.7631,1.7533,0.4064,0.7402,0.0059,0.0033,0.5479,0.9607,Kirmizi_Pistachio
173,78001,1133.2209,418.0582,243.2682,0.8133,315.1412,0.962,81085,0.7542,1.7185,0.7633,0.7538,0.0054,0.0031,0.5682,0.9765,Siit_Pistachio
174,79657,1162.9969,431.3292,239.7418,0.8313,318.4689,0.9638,82651,0.7782,1.7991,0.7401,0.7383,0.0054,0.003,0.5452,0.9808,Siit_Pistachio
175,69837,1159.781,437.0911,209.5185,0.8776,298.1933,0.9502,73501,0.6756,2.0862,0.6524,0.6822,0.0063,0.003,0.4654,0.971,Kirmizi_Pistachio
176,90360,1305.957,445.8581,259.071,0.8139,339.1901,0.9824,91980,0.7703,1.721,0.6658,0.7608,0.0049,0.0029,0.5788,0.996,Siit_Pistachio
177,93997,1270.949,478.1035,254.852,0.8461,345.949,0.967,97202,0.7732,1.876,0.7313,0.7236,0.0051,0.0027,0.5236,0.9822,Siit_Pistachio
178,57938,1129.9871,421.4966,181.7432,0.9023,271.6044,0.9492,61036,0.6556,2.3192,0.5702,0.6444,0.0073,0.0031,0.4152,0.963,Kirmizi_Pistachio
179,60796,2022.238,440.3689,201.6784,0.889,278.2227,0.8439,72042,0.6529,2.1835,0.1868,0.6318,0.0072,0.0033,0.3992,0.8716,Kirmizi_Pistachio
180,78365,1810.199,474.379,238.5199,0.8644,315.8756,0.866,90494,0.6927,1.9888,0.3005,0.6659,0.0061,0.003,0.4434,0.8818,Kirmizi_Pistachio
181,89350,1868.078,511.6949,230.4075,0.8929,337.2891,0.9391,95146,0.6749,2.2208,0.3217,0.6592,0.0057,0.0026,0.4345,0.9649,Kirmizi_Pistachio
182,75288,1545.11,428.8627,230.8789,0.8427,309.6121,0.9377,80294,0.7303,1.8575,0.3963,0.7219,0.0057,0.0031,0.5212,0.9681,Siit_Pistachio
183,76606,1856.0699,461.8441,226.0298,0.8721,312.3104,0.9232,82982,0.7273,2.0433,0.2794,0.6762,0.006,0.003,0.4573,0.9344,Kirmizi_Pistachio
184,89368,1316.394,477.6349,250.8954,0.8509,337.3231,0.9538,93701,0.7496,1.9037,0.6481,0.7062,0.0053,0.0028,0.4988,0.9495,Kirmizi_Pistachio
185,57664,1242.043,395.9021,191.1816,0.8757,270.9614,0.9284,62109,0.7336,2.0708,0.4697,0.6844,0.0069,0.0033,0.4684,0.97,Kirmizi_Pistachio
186,97016,1251.105,454.2195,278.7213,0.7896,351.4607,0.9538,101717,0.7578,1.6297,0.7789,0.7738,0.0047,0.0029,0.5987,0.9757,Siit_Pistachio
187,72915,1150.063,457.8339,207.0641,0.8919,304.6937,0.9702,75155,0.7252,2.2111,0.6928,0.6655,0.0063,0.0028,0.4429,0.9793,Kirmizi_Pistachio
188,86580,1503.323,428.6295,267.9256,0.7806,332.0197,0.926,93500,0.7275,1.5998,0.4814,0.7746,0.005,0.0031,0.6,0.9599,Siit_Pistachio
189,66773,1309.47,435.3412,201.5894,0.8863,291.5785,0.9528,70083,0.7276,2.1595,0.4894,0.6698,0.0065,0.003,0.4486,0.9688,Kirmizi_Pistachio
190,85831,1185.493,448.8785,244.3473,0.8389,330.5804,0.9823,87377,0.7485,1.8371,0.7675,0.7365,0.0052,0.0028,0.5424,0.9964,Siit_Pistachio
191,86915,1396.157,402.2745,290.544,0.6916,332.6614,0.9229,94178,0.7471,1.3846,0.5603,0.827,0.0046,0.0033,0.6838,0.9468,Siit_Pistachio
192,72798,1259.91,473.3427,212.1377,0.8939,304.4492,0.905,80437,0.6253,2.2313,0.5763,0.6432,0.0065,0.0029,0.4137,0.9231,Kirmizi_Pistachio
193,86396,1796.546,498.6066,232.1015,0.885,331.6667,0.8928,96768,0.6142,2.1482,0.3364,0.6652,0.0058,0.0027,0.4425,0.9505,Kirmizi_Pistachio
194,93406,1960.292,524.6296,234.7538,0.8943,344.8597,0.9514,98178,0.6805,2.2348,0.3055,0.6573,0.0056,0.0025,0.4321,0.9656,Siit_Pistachio
195,59297,1042.928,406.6072,200.5367,0.8699,274.7713,0.8958,66194,0.606,2.0276,0.6851,0.6758,0.0069,0.0034,0.4567,0.9259,Kirmizi_Pistachio
196,83767,2379.666,419.9756,295.9873,0.7094,326.5815,0.8418,99506,0.6595,1.4189,0.1859,0.7776,0.005,0.0035,0.6047,0.858,Siit_Pistachio
197,72760,1370.8879,426.0195,226.5448,0.8469,304.3697,0.9331,77973,0.7284,1.8805,0.4865,0.7145,0.0059,0.0031,0.5104,0.9599,Siit_Pistachio
198,98571,2252.9561,468.4438,287.0826,0.7902,354.2661,0.91,108320,0.7287,1.6317,0.244,0.7563,0.0048,0.0029,0.5719,0.9332,Siit_Pistachio
199,86506,1174.406,440.5459,256.7896,0.8126,331.8778,0.9578,90314,0.7293,1.7156,0.7882,0.7533,0.0051,0.003,0.5675,0.9736,Siit_Pistachio
200,81164,1267.274,500.2964,209.6921,0.9079,321.4673,0.9709,83598,0.6931,2.3859,0.6351,0.6426,0.0062,0.0026,0.4129,0.9851,Kirmizi_Pistachio
201,57026,1040.25,387.01,190.2948,0.8708,269.4583,0.9688,58864,0.7548,2.0337,0.6622,0.6963,0.0068,0.0033,0.4848,0.9859,Kirmizi_Pistachio
202,81407,1244.441,497.262,220.6327,0.8962,321.9482,0.9254,87965,0.5527,2.2538,0.6606,0.6474,0.0061,0.0027,0.4192,0.9447,Kirmizi_Pistachio
203,79004,1965.6801,470.6078,234.6889,0.8668,317.1609,0.8662,91210,0.6818,2.0052,0.2569,0.6739,0.006,0.003,0.4542,0.9108,Kirmizi_Pistachio
204,90014,1207.855,498.039,231.4844,0.8854,338.5401,0.991,90832,0.7498,2.1515,0.7753,0.6797,0.0055,0.0026,0.4621,0.9941,Kirmizi_Pistachio
205,73636,2017.968,441.1263,310.9279,0.7094,306.1964,0.7366,99970,0.5035,1.4187,0.2272,0.6941,0.006,0.0042,0.4818,0.6836,Siit_Pistachio
206,52670,986.601,352.5237,195.5612,0.832,258.9624,0.9496,55464,0.757,1.8026,0.68,0.7346,0.0067,0.0037,0.5396,0.9728,Kirmizi_Pistachio
207,101104,1889.661,447.708,303.5615,0.735,358.7891,0.9262,109162,0.7241,1.4749,0.3558,0.8014,0.0044,0.003,0.6422,0.9472,Siit_Pistachio
208,93007,1225.922,497.0769,240.5184,0.8751,344.1223,0.9896,93980,0.7302,2.0667,0.7777,0.6923,0.0053,0.0026,0.4793,0.9905,Siit_Pistachio
209,77361,1399.844,441.3551,231.3814,0.8516,313.8456,0.9545,81047,0.6335,1.9075,0.4961,0.7111,0.0057,0.003,0.5057,0.9645,Kirmizi_Pistachio
210,51626,1030.5439,381.8336,178.0177,0.8847,256.3831,0.9589,53839,0.6754,2.1449,0.6109,0.6715,0.0074,0.0034,0.4508,0.967,Kirmizi_Pistachio
211,85178,2043.08,462.0688,247.9352,0.8439,329.3205,0.9123,93367,0.7118,1.8637,0.2564,0.7127,0.0054,0.0029,0.508,0.9467,Siit_Pistachio
212,74382,1105.4709,408.4984,234.6056,0.8186,307.7436,0.9853,75495,0.7684,1.7412,0.7649,0.7534,0.0055,0.0032,0.5675,0.9882,Siit_Pistachio
213,85437,1160.38,459.0956,237.646,0.8556,329.8208,0.9915,86172,0.7449,1.9318,0.7974,0.7184,0.0054,0.0028,0.5161,0.9971,Siit_Pistachio
214,74213,1158.459,437.698,224.3232,0.8587,307.3938,0.9472,78352,0.755,1.9512,0.6949,0.7023,0.0059,0.003,0.4932,0.9624,Kirmizi_Pistachio
215,81090,1225.73,463.695,226.2883,0.8728,321.3207,0.9629,84214,0.6596,2.0491,0.6782,0.693,0.0057,0.0028,0.4802,0.984,Kirmizi_Pistachio
216,61736,1824.9041,400.7006,246.4584,0.7885,280.3653,0.787,78445,0.6199,1.6258,0.233,0.6997,0.0065,0.004,0.4896,0.7959,Kirmizi_Pistachio
217,76680,1383.629,442.8727,223.7487,0.863,312.4612,0.9624,79672,0.7533,1.9793,0.5033,0.7055,0.0058,0.0029,0.4978,0.9853,Kirmizi_Pistachio
218,69080,1713.439,434.3565,213.7013,0.8706,296.5727,0.9217,74947,0.6828,2.0325,0.2957,0.6828,0.0063,0.0031,0.4662,0.9476,Kirmizi_Pistachio
219,78285,1169.6429,465.0707,218.7815,0.8824,315.7144,0.9741,80368,0.6502,2.1257,0.7191,0.6789,0.0059,0.0028,0.4608,0.9796,Kirmizi_Pistachio
220,63391,1568.405,390.3396,236.7461,0.7951,284.0984,0.8665,73160,0.6394,1.6488,0.3238,0.7278,0.0062,0.0037,0.5297,0.8734,Kirmizi_Pistachio
221,88620,1236.828,507.9565,230.1016,0.8915,335.9084,0.9564,92660,0.6952,2.2075,0.728,0.6613,0.0057,0.0026,0.4373,0.9654,Kirmizi_Pistachio
222,80857,1263.697,474.5961,222.3807,0.8834,320.8587,0.9427,85768,0.7306,2.1342,0.6363,0.6761,0.0059,0.0028,0.4571,0.9755,Kirmizi_Pistachio
223,88421,2138.689,454.0674,285.3913,0.7778,335.5311,0.8616,102622,0.6509,1.591,0.2429,0.7389,0.0051,0.0032,0.546,0.8688,Siit_Pistachio
224,82880,2466.2371,484.1747,243.805,0.864,324.8478,0.8636,95975,0.6751,1.9859,0.1712,0.6709,0.0058,0.0029,0.4501,0.894,Kirmizi_Pistachio
225,86114,1275.5,482.045,230.2585,0.8785,331.125,0.9709,88698,0.6016,2.0935,0.6652,0.6869,0.0056,0.0027,0.4719,0.9878,Kirmizi_Pistachio
226,55583,1684.0341,419.947,180.9746,0.9024,266.0272,0.8917,62335,0.6582,2.3205,0.2463,0.6335,0.0076,0.0033,0.4013,0.9312,Kirmizi_Pistachio
227,82856,1126.554,445.3152,240.9795,0.8409,324.8008,0.9818,84394,0.7706,1.8479,0.8204,0.7294,0.0054,0.0029,0.532,0.9831,Kirmizi_Pistachio
228,83168,1869.397,462.2682,242.8848,0.8508,325.4117,0.9215,90248,0.6922,1.9032,0.2991,0.7039,0.0056,0.0029,0.4955,0.9431,Kirmizi_Pistachio
229,70839,1257.665,449.1991,206.9799,0.8875,300.3249,0.9477,74745,0.7474,2.1703,0.5628,0.6686,0.0063,0.0029,0.447,0.9701,Kirmizi_Pistachio
230,63199,1236.666,421.4809,196.3623,0.8848,283.6679,0.9622,65683,0.589,2.1464,0.5193,0.673,0.0067,0.0031,0.453,0.9723,Kirmizi_Pistachio
231,95043,1601.894,492.0768,251.5025,0.8595,347.8685,0.9537,99658,0.7426,1.9565,0.4654,0.7069,0.0052,0.0026,0.4998,0.9778,Siit_Pistachio
232,96425,1347.23,513.5703,243.3371,0.8806,350.3885,0.9759,98802,0.7015,2.1105,0.6676,0.6823,0.0053,0.0025,0.4655,0.9824,Kirmizi_Pistachio
233,82668,1208.691,435.6503,242.6651,0.8305,324.4321,0.9791,84435,0.6522,1.7953,0.7111,0.7447,0.0053,0.0029,0.5546,0.9956,Siit_Pistachio
234,77755,1969.292,452.5568,232.9896,0.8573,314.6438,0.9318,83444,0.7154,1.9424,0.252,0.6953,0.0058,0.003,0.4834,0.9389,Kirmizi_Pistachio
235,77121,1205.929,457.7101,219.7576,0.8772,313.3584,0.9649,79928,0.755,2.0828,0.6664,0.6846,0.0059,0.0028,0.4687,0.9762,Kirmizi_Pistachio
236,76086,2711.936,441.8464,251.9108,0.8216,311.2486,0.8754,86918,0.6389,1.754,0.13,0.7044,0.0058,0.0033,0.4962,0.8704,Siit_Pistachio
237,78593,2126.448,455.6613,232.1182,0.8605,316.3348,0.9297,84539,0.5844,1.9631,0.2184,0.6942,0.0058,0.003,0.482,0.9461,Siit_Pistachio
238,89930,1342.296,498.2695,253.8328,0.8605,338.3821,0.889,101154,0.7011,1.963,0.6272,0.6791,0.0055,0.0028,0.4612,0.9053,Siit_Pistachio
239,69010,1833.717,432.7015,243.4541,0.8267,296.4224,0.859,80335,0.5772,1.7773,0.2579,0.6851,0.0063,0.0035,0.4693,0.8341,Kirmizi_Pistachio
240,86132,1187.226,473.4576,242.1075,0.8594,331.1596,0.9576,89946,0.7376,1.9556,0.7679,0.6994,0.0055,0.0028,0.4892,0.9567,Siit_Pistachio
241,91962,1182.855,466.2375,253.763,0.8389,342.1837,0.9923,92677,0.7643,1.8373,0.826,0.7339,0.0051,0.0028,0.5386,0.9897,Siit_Pistachio
242,73688,1193.801,434.1489,239.4083,0.8342,306.3045,0.9014,81750,0.6836,1.8134,0.6497,0.7055,0.0059,0.0032,0.4978,0.9027,Kirmizi_Pistachio
243,99112,2210.4651,443.2576,307.8689,0.7194,355.237,0.9177,107998,0.716,1.4398,0.2549,0.8014,0.0045,0.0031,0.6423,0.9247,Siit_Pistachio
244,65727,1125.891,391.7412,218.362,0.8302,289.2857,0.9686,67857,0.6987,1.794,0.6516,0.7385,0.006,0.0033,0.5453,0.9783,Kirmizi_Pistachio
245,64374,1039.73,419.2154,198.6272,0.8806,286.2927,0.9786,65783,0.7512,2.1106,0.7483,0.6829,0.0065,0.0031,0.4664,0.9843,Kirmizi_Pistachio
246,95261,1418.5811,431.1771,288.6929,0.7428,348.2672,0.9591,99324,0.7912,1.4935,0.5949,0.8077,0.0045,0.003,0.6524,0.9744,Siit_Pistachio
247,73596,1193.011,450.0569,212.2176,0.8818,306.1133,0.9713,75770,0.7174,2.1207,0.6498,0.6802,0.0061,0.0029,0.4626,0.9811,Kirmizi_Pistachio
248,100292,1265.077,457.1541,285.5709,0.7809,357.3454,0.9634,104098,0.7505,1.6008,0.7875,0.7817,0.0046,0.0028,0.611,0.9781,Siit_Pistachio
249,75223,1086.8459,429.9362,224.6815,0.8526,309.4784,0.9846,76402,0.7717,1.9135,0.8002,0.7198,0.0057,0.003,0.5181,0.9915,Kirmizi_Pistachio
250,79292,2195.6221,402.5984,331.3435,0.568,317.7384,0.775,102309,0.6201,1.215,0.2067,0.7892,0.0051,0.0042,0.6229,0.7568,Siit_Pistachio
251,101136,1255.619,475.2161,271.3299,0.821,358.8459,0.9888,102286,0.7584,1.7514,0.8061,0.7551,0.0047,0.0027,0.5702,0.9987,Siit_Pistachio
252,29808,1687.61,339.0541,138.5344,0.9127,194.8146,0.7584,39306,0.4372,2.4474,0.1315,0.5746,0.0114,0.0046,0.3301,0.808,Kirmizi_Pistachio
253,82341,1140.282,457.2149,230.3999,0.8638,323.7898,0.9882,83328,0.7497,1.9844,0.7958,0.7082,0.0056,0.0028,0.5015,0.9952,Kirmizi_Pistachio
254,68172,1283.075,439.9841,208.1023,0.8811,294.6172,0.9176,74292,0.7259,2.1143,0.5204,0.6696,0.0065,0.0031,0.4484,0.948,Kirmizi_Pistachio
255,78827,2755.0491,498.7084,233.7637,0.8833,316.8054,0.8542,92287,0.6831,2.1334,0.1305,0.6353,0.0063,0.003,0.4035,0.8609,Kirmizi_Pistachio
256,71173,1650.584,394.5998,240.7359,0.7923,301.032,0.9181,77524,0.725,1.6391,0.3283,0.7629,0.0055,0.0034,0.582,0.954,Kirmizi_Pistachio
257,83176,1142.562,442.9907,241.2355,0.8387,325.4274,0.9787,84990,0.7657,1.8363,0.8007,0.7346,0.0053,0.0029,0.5397,0.991,Kirmizi_Pistachio
258,54660,1132.446,431.1556,175.5288,0.9134,263.8092,0.8752,62455,0.6997,2.4563,0.5356,0.6119,0.0079,0.0032,0.3744,0.9196,Kirmizi_Pistachio
259,72602,2734.137,462.5924,236.962,0.8588,304.039,0.8461,85808,0.608,1.9522,0.122,0.6573,0.0064,0.0033,0.432,0.8433,Siit_Pistachio
260,77609,1185.8409,432.5506,242.5948,0.8279,314.3483,0.8959,86626,0.7368,1.783,0.6935,0.7267,0.0056,0.0031,0.5281,0.9417,Kirmizi_Pistachio
261,84775,2203.3621,460.1037,280.1624,0.7932,328.5405,0.8533,99355,0.6691,1.6423,0.2194,0.7141,0.0054,0.0033,0.5099,0.8374,Siit_Pistachio
262,69130,1120.014,426.3553,209.5858,0.8708,296.6801,0.9761,70824,0.6245,2.0343,0.6925,0.6959,0.0062,0.003,0.4842,0.985,Kirmizi_Pistachio
263,74584,1157.671,441.4143,225.8617,0.8592,308.1612,0.9393,79402,0.5748,1.9544,0.6993,0.6981,0.0059,0.003,0.4874,0.9525,Kirmizi_Pistachio
264,60324,1851.119,367.964,216.4043,0.8088,277.1406,0.9038,66748,0.7151,1.7004,0.2212,0.7532,0.0061,0.0036,0.5673,0.9646,Kirmizi_Pistachio
265,84923,1199.219,469.3299,232.0247,0.8692,328.8272,0.9816,86519,0.6558,2.0228,0.7421,0.7006,0.0055,0.0027,0.4909,0.9929,Siit_Pistachio
266,82936,1243.282,479.0909,225.2466,0.8826,324.9575,0.9603,86369,0.7529,2.127,0.6742,0.6783,0.0058,0.0027,0.4601,0.9785,Kirmizi_Pistachio
267,91810,1278.407,500.7131,237.9165,0.8799,341.9008,0.9785,93827,0.6398,2.1046,0.7059,0.6828,0.0055,0.0026,0.4663,0.9813,Kirmizi_Pistachio
268,76106,1267.764,448.0673,226.9199,0.8623,311.2895,0.9335,81528,0.7436,1.9746,0.595,0.6947,0.0059,0.003,0.4827,0.953,Kirmizi_Pistachio
269,77211,1107.1479,442.6514,226.4557,0.8592,313.5412,0.982,78623,0.6827,1.9547,0.7915,0.7083,0.0057,0.0029,0.5017,0.9807,Kirmizi_Pistachio
270,90408,2078.291,497.0739,244.3073,0.8709,339.2802,0.9315,97059,0.7609,2.0346,0.263,0.6826,0.0055,0.0027,0.4659,0.9479,Kirmizi_Pistachio
271,70790,1141.761,426.3818,215.8456,0.8624,300.221,0.9627,73535,0.7196,1.9754,0.6824,0.7041,0.006,0.003,0.4958,0.9794,Kirmizi_Pistachio
272,93411,1219.114,481.9766,249.5084,0.8556,344.8689,0.9761,95702,0.717,1.9317,0.7898,0.7155,0.0052,0.0027,0.512,0.989,Kirmizi_Pistachio
273,72391,1166.8831,423.9207,230.1689,0.8398,303.5969,0.9188,78785,0.7542,1.8418,0.6681,0.7162,0.0059,0.0032,0.5129,0.9446,Kirmizi_Pistachio
274,82043,1477.527,459.295,230.5736,0.8649,323.2033,0.9653,84992,0.7758,1.992,0.4723,0.7037,0.0056,0.0028,0.4952,0.9864,Siit_Pistachio
275,75593,1631.614,441.1952,225.2464,0.8599,310.2386,0.9123,82859,0.7245,1.9587,0.3568,0.7032,0.0058,0.003,0.4945,0.9685,Kirmizi_Pistachio
276,83068,1194.953,472.6163,232.1761,0.871,325.216,0.9297,89346,0.7602,2.0356,0.731,0.6881,0.0057,0.0028,0.4735,0.9639,Kirmizi_Pistachio
277,66793,2050.2749,420.0432,288.1941,0.7275,291.6222,0.7598,87906,0.5951,1.4575,0.1997,0.6943,0.0063,0.0043,0.482,0.7025,Siit_Pistachio
278,93226,1181.512,465.8731,258.1971,0.8324,344.5273,0.9829,94845,0.7436,1.8043,0.8392,0.7395,0.005,0.0028,0.5469,0.9868,Siit_Pistachio
279,92387,1314.3979,451.6785,262.5319,0.8137,342.9734,0.9852,93773,0.7236,1.7205,0.672,0.7593,0.0049,0.0028,0.5766,0.992,Siit_Pistachio
280,82217,1127.793,433.8209,248.6817,0.8194,323.5459,0.9581,85812,0.7423,1.7445,0.8123,0.7458,0.0053,0.003,0.5562,0.9703,Siit_Pistachio
281,70915,2004.276,442.6382,224.7112,0.8616,300.4859,0.899,78884,0.7149,1.9698,0.2218,0.6789,0.0062,0.0032,0.4608,0.9078,Kirmizi_Pistachio
282,83499,1321.189,440.926,249.5855,0.8244,326.0586,0.9319,89602,0.7363,1.7666,0.6011,0.7395,0.0053,0.003,0.5468,0.9661,Siit_Pistachio
283,87623,1353.047,496.7722,227.9821,0.8885,334.0136,0.9719,90156,0.7285,2.179,0.6015,0.6724,0.0057,0.0026,0.4521,0.9851,Kirmizi_Pistachio
284,92123,1932.177,482.5334,247.7143,0.8582,342.4831,0.9692,95054,0.6892,1.9479,0.3101,0.7098,0.0052,0.0027,0.5038,0.9813,Siit_Pistachio
285,64771,1478.691,446.959,190.6946,0.9044,287.1742,0.9285,69756,0.7067,2.3438,0.3723,0.6425,0.0069,0.0029,0.4128,0.9676,Kirmizi_Pistachio
286,95253,2482.2429,480.2714,268.5241,0.8291,348.2526,0.9189,103661,0.7235,1.7886,0.1943,0.7251,0.005,0.0028,0.5258,0.9404,Siit_Pistachio
287,62110,1340.755,454.7017,177.1531,0.921,281.2133,0.9563,64949,0.7497,2.5667,0.4342,0.6185,0.0073,0.0029,0.3825,0.9817,Kirmizi_Pistachio
288,67330,1632.719,453.9588,197.0713,0.9009,292.7921,0.9141,73654,0.6594,2.3035,0.3174,0.645,0.0067,0.0029,0.416,0.9583,Kirmizi_Pistachio
289,74757,1661.672,441.691,225.3914,0.86,308.5183,0.9359,79873,0.7255,1.9597,0.3402,0.6985,0.0059,0.003,0.4879,0.9561,Kirmizi_Pistachio
290,87728,1916.079,466.1459,267.3908,0.8191,334.2137,0.8576,102293,0.6723,1.7433,0.3003,0.717,0.0053,0.003,0.514,0.8961,Kirmizi_Pistachio
291,89107,1261.297,446.1867,261.0444,0.811,336.8302,0.9498,93819,0.7916,1.7092,0.7039,0.7549,0.005,0.0029,0.5699,0.9741,Siit_Pistachio
292,91081,1296.701,513.0668,231.2566,0.8927,340.5406,0.9708,93820,0.7511,2.2186,0.6807,0.6637,0.0056,0.0025,0.4405,0.9774,Kirmizi_Pistachio
293,72245,1148.286,436.44,221.4601,0.8617,303.2906,0.9496,76079,0.7413,1.9707,0.6885,0.6949,0.006,0.0031,0.4829,0.9517,Kirmizi_Pistachio
294,65994,2394.1021,437.4028,213.106,0.8733,289.8727,0.8685,75987,0.6656,2.0525,0.1447,0.6627,0.0066,0.0032,0.4392,0.9014,Kirmizi_Pistachio
295,95763,2138.0139,451.7197,285.4307,0.7751,349.1837,0.9048,105842,0.701,1.5826,0.2633,0.773,0.0047,0.003,0.5975,0.9457,Siit_Pistachio
296,58990,953.709,368.6313,208.9783,0.8238,274.0591,0.9761,60432,0.7687,1.764,0.815,0.7435,0.0062,0.0035,0.5527,0.975,Kirmizi_Pistachio
297,77610,2529.5061,468.3093,275.3095,0.8089,314.3503,0.7914,98064,0.6101,1.701,0.1524,0.6712,0.006,0.0035,0.4506,0.7664,Siit_Pistachio
298,83705,1990.47,445.6266,283.9647,0.7707,326.4606,0.8636,96926,0.6706,1.5693,0.2655,0.7326,0.0053,0.0034,0.5367,0.8422,Siit_Pistachio
299,52622,1196.175,392.8597,174.0256,0.8965,258.8444,0.9417,55878,0.7535,2.2575,0.4622,0.6589,0.0075,0.0033,0.4341,0.98,Kirmizi_Pistachio
300,83070,2202.99,462.9867,292.8802,0.7745,325.2199,0.8159,101817,0.623,1.5808,0.2151,0.7024,0.0056,0.0035,0.4934,0.78,Siit_Pistachio
301,86337,1394.693,492.1038,229.6956,0.8844,331.5534,0.9499,90893,0.7266,2.1424,0.5578,0.6737,0.0057,0.0027,0.4539,0.9725,Kirmizi_Pistachio
302,97587,1485.163,484.8851,260.8294,0.843,352.4934,0.9492,102813,0.6696,1.859,0.556,0.727,0.005,0.0027,0.5285,0.9824,Siit_Pistachio
303,79084,1239.109,446.011,227.0342,0.8607,317.3214,0.978,80866,0.7445,1.9645,0.6473,0.7115,0.0056,0.0029,0.5062,0.9944,Siit_Pistachio
304,70645,1207.631,442.8906,211.4336,0.8787,299.9133,0.9219,76626,0.704,2.0947,0.6087,0.6772,0.0063,0.003,0.4586,0.9606,Kirmizi_Pistachio
305,81975,1666.797,452.4196,237.9343,0.8505,323.0694,0.9274,88388,0.7124,1.9014,0.3708,0.7141,0.0055,0.0029,0.5099,0.9696,Kirmizi_Pistachio
306,82897,1239.4449,467.1444,237.1444,0.8616,324.8811,0.938,88375,0.7554,1.9699,0.6781,0.6955,0.0056,0.0029,0.4837,0.9528,Kirmizi_Pistachio
307,91490,1265.5229,495.8903,235.4795,0.8801,341.3044,0.9852,92869,0.6889,2.1059,0.7179,0.6883,0.0054,0.0026,0.4737,0.9976,Siit_Pistachio
308,76282,1154.184,439.5533,227.9798,0.855,311.6493,0.9673,78862,0.7054,1.928,0.7196,0.709,0.0058,0.003,0.5027,0.9692,Kirmizi_Pistachio
